"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"NL","NL Industries, Inc.","12.5","$608.94M","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/nl",
"NOAH","Noah Holdings Ltd.","47.02","$2.65B","2010","Finance","Investment Managers","https://www.nasdaq.com/symbol/noah",
"NE","Noble Corporation","4.55","$1.11B","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/ne",
"NBL","Noble Energy Inc.","29.2","$14.21B","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/nbl",
"NBLX","Noble Midstream Partners LP","56.47","$2.24B","2016","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/nblx",
"NOK","Nokia Corporation","5.4","$30.19B","1994","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/nok",
"NOMD","Nomad Foods Limited","16.87","$2.91B","2016","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/nomd",
"NMR","Nomura Holdings Inc ADR","6.32","$21.05B","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/nmr",
"OSB","Norbord Inc.","36.69","$3.17B","n/a","Basic Industries","Forest Products","https://www.nasdaq.com/symbol/osb",
"NAO","Nordic American Offshore Ltd","1.2","$74.38M","2014","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/nao",
"NAT","Nordic American Tankers Limited","2.1","$214.09M","n/a","Consumer Services","Marine Transportation","https://www.nasdaq.com/symbol/nat",
"JWN","Nordstrom, Inc.","47.85","$7.97B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/jwn",
"NSC","Norfolk Souther Corporation","145.03","$41.21B","n/a","Transportation","Railroads","https://www.nasdaq.com/symbol/nsc",
"NOA","North American Energy Partners, Inc.","4.55","$127.91M","2006","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/noa",
"NRT","North European Oil Royality Trust","8.57","$78.76M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/nrt",
"NOC","Northrop Grumman Corporation","336.79","$58.63B","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/noc",
"NRE","NorthStar Realty Europe Corp.","11.66","$645.92M","2015","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/nre",
"NWN","Northwest Natural Gas Company","57.05","$1.64B","n/a","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/nwn",
"NWE","NorthWestern Corporation","52.86","$2.57B","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/nwe",
"NCLH","Norwegian Cruise Line Holdings Ltd.","59","$13.48B","n/a","Consumer Services","Marine Transportation","https://www.nasdaq.com/symbol/nclh",
"NVS","Novartis AG","88.39","$204.84B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nvs",
"NVO","Novo Nordisk A/S","50.47","$123.2B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nvo",
"DNOW","NOW Inc.","10.97","$1.18B","2014","Energy","Metal Fabrications","https://www.nasdaq.com/symbol/dnow",
"NQ","NQ Mobile Inc.","3.13","$305.86M","2011","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/nq",
"NRG","NRG Energy, Inc.","26.19","$8.29B","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/nrg",
"NYLD","NRG Yield, Inc.","18.45","$3.41B","2015","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/nyld",
"NYLD.A","NRG Yield, Inc.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nyld.a",
"DCM","NTT DOCOMO, Inc","24.51","$90.8B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/dcm",
"NUS","Nu Skin Enterprises, Inc.","69.98","$3.68B","1996","Health Care","Other Pharmaceuticals","https://www.nasdaq.com/symbol/nus",
"NUE","Nucor Corporation","64.24","$20.42B","n/a","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/nue",
"NS","Nustar Energy L.P.","32.24","$3B","n/a","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/ns",
"NS^A","Nustar Energy L.P.","25.1","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ns^a",
"NS^B","Nustar Energy L.P.","23.35","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ns^b",
"NS^C","Nustar Energy L.P.","25.314","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ns^c",
"NSH","Nustar GP Holdings, LLC","17.5","$751.66M","n/a","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/nsh",
"NSS","NuStar Logistics, L.P.","25.315","n/a","n/a","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/nss",
"NTR","Nutrien Ltd.","49.98","$32.2B","2018","Basic Industries","Agricultural Chemicals","https://www.nasdaq.com/symbol/ntr",
"JMLP","Nuveen All Cap Energy MLP Opportunities Fund","8.9","$117.09M","2014","n/a","n/a","https://www.nasdaq.com/symbol/jmlp",
"NVG","Nuveen AMT-Free Municipal Credit Income Fund","14.48","$2.93B","2002","n/a","n/a","https://www.nasdaq.com/symbol/nvg",
"NUV","Nuveen AMT-Free Municipal Value Fund","9.54","$1.97B","1987","n/a","n/a","https://www.nasdaq.com/symbol/nuv",
"NUW","Nuveen AMT-Free Municipal Value Fund","16.34","$246.36M","2009","n/a","n/a","https://www.nasdaq.com/symbol/nuw",
"NEA","Nuveen AMT-Free Quality Municipal Income Fund","12.94","$3.4B","2002","n/a","n/a","https://www.nasdaq.com/symbol/nea",
"NAZ","Nuveen Arizona Quality Municipal Income Fund","13.97","$163.31M","1992","n/a","n/a","https://www.nasdaq.com/symbol/naz",
"NBB","Nuveen Build America Bond Fund","20.87","$552.26M","2010","n/a","n/a","https://www.nasdaq.com/symbol/nbb",
"NBD","Nuveen Build America Bond Opportunity Fund","22.16","$159.67M","2010","n/a","n/a","https://www.nasdaq.com/symbol/nbd",
"NKX","Nuveen California AMT-Free Quality Municipal Income Fund","14.29","$682.35M","2002","n/a","n/a","https://www.nasdaq.com/symbol/nkx",
"NCB","Nuveen California Municipal Value Fund 2","15.77","$51.98M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ncb",
"NCA","Nuveen California Municipal Value Fund, Inc.","9.68","$271.45M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nca",
"NAC","Nuveen California Quality Municipal Income Fund","13.63","$1.98B","1999","n/a","n/a","https://www.nasdaq.com/symbol/nac",
"NTC","Nuveen Connecticut Quality Municipal Income Fund","11.67","$169.61M","1993","n/a","n/a","https://www.nasdaq.com/symbol/ntc",
"JCE","Nuveen Core Equity Alpha Fund","14.9","$238.72M","2007","n/a","n/a","https://www.nasdaq.com/symbol/jce",
"JCO","Nuveen Credit Opportunities 2022 Target Term Fund","9.43","n/a","2017","n/a","n/a","https://www.nasdaq.com/symbol/jco",
"JQC","Nuveen Credit Strategies Income Fund","8.12","$1.1B","2003","n/a","n/a","https://www.nasdaq.com/symbol/jqc",
"JDD","Nuveen Diversified Dividend and Income Fund","12.25","$241.84M","2003","n/a","n/a","https://www.nasdaq.com/symbol/jdd",
"DIAX","Nuveen Dow 30SM Dynamic Overwrite Fund","18.58","$670.47M","2014","n/a","n/a","https://www.nasdaq.com/symbol/diax",
"JEMD","Nuveen Emerging Markets Debt 2022 Target Term Fund","9.42","$122.56M","2017","n/a","n/a","https://www.nasdaq.com/symbol/jemd",
"JMF","Nuveen Energy MLP Total Return Fund","11.87","$475.96M","2011","n/a","n/a","https://www.nasdaq.com/symbol/jmf",
"NEV","Nuveen Enhanced Municipal Value Fund","13.53","$337.57M","2009","n/a","n/a","https://www.nasdaq.com/symbol/nev",
"JFR","Nuveen Floating Rate Income Fund","10.97","$624.36M","2004","n/a","n/a","https://www.nasdaq.com/symbol/jfr",
"JRO","Nuveen Floating Rate Income Opportuntiy Fund","11.02","$446.98M","2004","n/a","n/a","https://www.nasdaq.com/symbol/jro",
"NKG","Nuveen Georgia Quality Municipal Income Fund ","12.09","$127.54M","2002","n/a","n/a","https://www.nasdaq.com/symbol/nkg",
"JGH","Nuveen Global High Income Fund","16.64","$386.58M","2014","n/a","n/a","https://www.nasdaq.com/symbol/jgh",
"JHA","Nuveen High Income 2020 Target Term Fund","9.83","$288.46M","2015","n/a","n/a","https://www.nasdaq.com/symbol/jha",
"JHY","Nuveen High Income 2020 Target Term Fund","9.9702","$154.25M","2015","n/a","n/a","https://www.nasdaq.com/symbol/jhy",
"JHD","Nuveen High Income December 2019 Target Term Fund","9.89","$267.66M","2016","n/a","n/a","https://www.nasdaq.com/symbol/jhd",
"JHB","Nuveen High Income November 2021 Target Term Fund","9.66","$539.72M","2016","n/a","n/a","https://www.nasdaq.com/symbol/jhb",
"NXC","Nuveen Insured California Select Tax-Free Income Portfolio","14.5","$91.83M","1992","n/a","n/a","https://www.nasdaq.com/symbol/nxc",
"NXN","Nuveen Insured New York Select Tax-Free Income Portfolio","13.07","$51.3M","1992","n/a","n/a","https://www.nasdaq.com/symbol/nxn",
"NID","Nuveen Intermediate Duration Municipal Term Fund","12.43","$583.09M","2012","n/a","n/a","https://www.nasdaq.com/symbol/nid",
"NMY","Nuveen Maryland Quality Municipal Income Fund","12.21","$285.4M","1993","n/a","n/a","https://www.nasdaq.com/symbol/nmy",
"NMT","Nuveen Massachusetts Municipal Income Fund","13.9","$129.94M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nmt",
"NUM","Nuveen Michigan Quality Municipal Income Fund","12.82","$266.8M","1991","n/a","n/a","https://www.nasdaq.com/symbol/num",
"NMS","Nuveen Minnesota Quality Municipal Income Fund","14.43","$83.58M","2014","n/a","n/a","https://www.nasdaq.com/symbol/nms",
"NOM","Nuveen Missouri Quality Municipal Income Fund","13.3767","$31.34M","1993","n/a","n/a","https://www.nasdaq.com/symbol/nom",
"JLS","Nuveen Mortgage Opportunity Term Fund","23.95","$380.53M","2009","n/a","n/a","https://www.nasdaq.com/symbol/jls",
"JMM","Nuveen Multi-Market Income Fund","7.6074","$71.98M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/jmm",
"NHA","Nuveen Municipal 2021 Target Term Fund","9.5","$81.91M","2016","n/a","n/a","https://www.nasdaq.com/symbol/nha",
"NZF","Nuveen Municipal Credit Income Fund","14.15","$2.01B","2007","n/a","n/a","https://www.nasdaq.com/symbol/nzf",
"NMZ","Nuveen Municipal High Income Opportunity Fund","12.89","$817.09M","2003","n/a","n/a","https://www.nasdaq.com/symbol/nmz",
"NMI","Nuveen Municipal Income Fund, Inc.","11.05","$94.35M","1988","n/a","n/a","https://www.nasdaq.com/symbol/nmi",
"NJV","Nuveen New Jersey Municipal Value Fund","13.75","$21.33M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/njv",
"NXJ","Nuveen New Jersey Quality Municipal Income Fund","13.2","$562.12M","2001","n/a","n/a","https://www.nasdaq.com/symbol/nxj",
"NRK","Nuveen New York AMT-Free Quality Municipal","12.36","$1.08B","2002","n/a","n/a","https://www.nasdaq.com/symbol/nrk",
"NYV","Nuveen New York Municipal Value Fund 2","13.93","$32.73M","2009","n/a","n/a","https://www.nasdaq.com/symbol/nyv",
"NNY","Nuveen New York Municipal Value Fund, Inc.","9.36","$142.42M","1988","n/a","n/a","https://www.nasdaq.com/symbol/nny",
"NAN","Nuveen New York Quality Municipal Income Fund","13.29","$413.67M","1999","n/a","n/a","https://www.nasdaq.com/symbol/nan",
"NNC","Nuveen North Carolina Quality Municipal Income Fd","12.63","$207.37M","1993","n/a","n/a","https://www.nasdaq.com/symbol/nnc",
"NUO","Nuveen Ohio Quality Municipal Income Fund","14.16","$262.27M","1991","n/a","n/a","https://www.nasdaq.com/symbol/nuo",
"NPN","Nuveen Pennsylvania Municipal Value Fund","15.7","$19.19M","2009","n/a","n/a","https://www.nasdaq.com/symbol/npn",
"NQP","Nuveen Pennsylvania Quality Municipal Income Fund","12.65","$477.6M","1991","n/a","n/a","https://www.nasdaq.com/symbol/nqp",
"JPC","Nuveen Preferred & Income Opportunities Fund","9.81","$1.01B","2003","n/a","n/a","https://www.nasdaq.com/symbol/jpc",
"JPS","Nuveen Preferred & Income Securities Fund","9.45","$1.93B","2002","n/a","n/a","https://www.nasdaq.com/symbol/jps",
"JPT","Nuveen Preferred and Income 2022 Term Fund","23.72","$161.85M","2017","n/a","n/a","https://www.nasdaq.com/symbol/jpt",
"JPI","Nuveen Preferred and Income Term Fund","23.82","$542.08M","2012","n/a","n/a","https://www.nasdaq.com/symbol/jpi",
"NAD","Nuveen Quality Municipal Income Fund","13.28","$2.68B","1999","n/a","n/a","https://www.nasdaq.com/symbol/nad",
"JRI","Nuveen Real Asset Income and Growth Fund","17.05","$471.14M","2012","n/a","n/a","https://www.nasdaq.com/symbol/jri",
"JRS","Nuveen Real Estate Fund","10.06","$290.66M","2001","n/a","n/a","https://www.nasdaq.com/symbol/jrs",
"BXMX","Nuveen S&P 500 Buy-Write Income Fund","13.85","$1.43B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bxmx",
"SPXX","Nuveen S&P 500 Dynamic Overwrite Fund","18.18","$293.65M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/spxx",
"NIM","Nuveen Select Maturities Municipal Fund","9.81","$122.09M","1992","n/a","n/a","https://www.nasdaq.com/symbol/nim",
"NXP","Nuveen Select Tax Free Income Portfolio","14.055","$232.9M","1992","n/a","n/a","https://www.nasdaq.com/symbol/nxp",
"NXQ","Nuveen Select Tax Free Income Portfolio II","13.62","$241.26M","1992","n/a","n/a","https://www.nasdaq.com/symbol/nxq",
"NXR","Nuveen Select Tax Free Income Portfolio III","14.31","$186.68M","1992","n/a","n/a","https://www.nasdaq.com/symbol/nxr",
"NSL","Nuveen Senior Income Fund","6.4799","$250.27M","1999","n/a","n/a","https://www.nasdaq.com/symbol/nsl",
"JSD","Nuveen Short Duration Credit Opportunities Fund","16.7","$168.6M","2011","n/a","n/a","https://www.nasdaq.com/symbol/jsd",
"JTD","Nuveen Tax-Advantaged Dividend Growth Fund","17.73","$256.81M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/jtd",
"JTA","Nuveen Tax-Advantaged Total Return Strategy Fund","14.04","$194.36M","2004","n/a","n/a","https://www.nasdaq.com/symbol/jta",
"NTX","Nuveen Texas Quality Municipal Income Fund","13.53","$135.67M","1991","n/a","n/a","https://www.nasdaq.com/symbol/ntx",
"NPV","Nuveen Virginia Quality Municipal Income Fund","12.31","$220.76M","1993","n/a","n/a","https://www.nasdaq.com/symbol/npv",
"NIQ","Nuveenn Intermediate Duration Quality Municipal Term Fund","12.56","$164.5M","2013","n/a","n/a","https://www.nasdaq.com/symbol/niq",
"JMT","Nuven Mortgage Opportunity Term Fund 2","23.22","$113.11M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/jmt",
"NVR","NVR, Inc.","3072.91","$11.34B","n/a","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/nvr",
"OAK","Oaktree Capital Group, LLC","46.3","$7.24B","2012","Finance","Investment Managers","https://www.nasdaq.com/symbol/oak",
"OSLE","Oaktree Specialty Lending Corporation","25.15","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/osle",
"OMP","Oasis Midstream Partners LP","19.24","$529.33M","2017","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/omp",
"OAS","Oasis Petroleum Inc.","8.33","$2.24B","2010","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/oas",
"OBE","Obsidian Energy Ltd.","1.01","$509.38M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/obe",
"OXY","Occidental Petroleum Corporation","73.58","$56.31B","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/oxy",
"OII","Oceaneering International, Inc.","20.41","$2.01B","n/a","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/oii",
"OZM","Och-Ziff Capital Management Group LLC","2.57","$1.35B","2007","Finance","Investment Managers","https://www.nasdaq.com/symbol/ozm",
"OCIP","OCI Partners LP","9.05","$787.33M","2013","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/ocip",
"OCN","Ocwen Financial Corporation","3.25","$433.42M","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/ocn",
"OFG","OFG Bancorp","11.6","$509.79M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ofg",
"OFG^A","OFG Bancorp","23.4101","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ofg^a",
"OFG^B","OFG Bancorp","22.7882","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ofg^b",
"OFG^D","OFG Bancorp","22.8126","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ofg^d",
"OGE","OGE Energy Corporation","31.35","$6.26B","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/oge",
"OIBR.C","Oi S.A.","n/a","n/a","2014","n/a","n/a","https://www.nasdaq.com/symbol/oibr.c",
"OIS","Oil States International, Inc.","31","$1.85B","2001","Energy","Metal Fabrications","https://www.nasdaq.com/symbol/ois",
"ODC","Oil-Dri Corporation Of America","36.5","$267.14M","n/a","Consumer Durables","Miscellaneous manufacturing industries","https://www.nasdaq.com/symbol/odc",
"ORI","Old Republic International Corporation","21.55","$5.64B","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/ori",
"OLN","Olin Corporation","36.06","$6B","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/oln",
"OMAA","OM Asset Management plc","23.35","n/a","2016","Finance","Investment Managers","https://www.nasdaq.com/symbol/omaa",
"OMAM","OM Asset Management plc","17.5","$1.92B","2014","Finance","Investment Managers","https://www.nasdaq.com/symbol/omam",
"OHI","Omega Healthcare Investors, Inc.","26.38","$5.23B","1992","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/ohi",
"OMC","Omnicom Group Inc.","74.91","$17.27B","n/a","Technology","Advertising","https://www.nasdaq.com/symbol/omc",
"OMN","OMNOVA Solutions Inc.","10.6","$475.59M","n/a","Basic Industries","Specialty Chemicals","https://www.nasdaq.com/symbol/omn",
"ASGN","On Assignment, Inc.","75.25","$3.91B","1992","Technology","Professional Services","https://www.nasdaq.com/symbol/asgn",
"ONDK","On Deck Capital, Inc.","4.53","$333.57M","2014","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/ondk",
"OGS","ONE Gas, Inc.","69.26","$3.62B","2014","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/ogs",
"OLP","One Liberty Properties, Inc.","23.87","$448.33M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/olp",
"OMAD.U","One Madison Corporation","n/a","n/a","2018","n/a","n/a","https://www.nasdaq.com/symbol/omad.u",
"OMF","OneMain Holdings, Inc.","31.74","$4.3B","2013","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/omf",
"OKE","ONEOK, Inc.","57.75","$22.44B","n/a","Public Utilities","Oil & Gas Production","https://www.nasdaq.com/symbol/oke",
